sku,barcode
20229,25952599
20229,20229
20228,7807355006069
20228,3303430210801
20228,2500000952586
20228,25952582
20228,20228
20224,7807355023127
20224,2500000952548
20224,25952544
20224,20224
20222,7807355023035
20222,2500000952524
20222,25952520
20222,20222
20221,7807355023028
20221,2500000952517
20221,25952513
20221,20221
20219,7807355015085
20219,2500000952494
20219,25952490
20219,20219
20217,7807355013241
20217,2500000952470
20217,25952476
20217,20217
20205,7807355682171
20205,2500000952357
20205,25952353
20205,20205
20199,7807355500383
20199,7807355100385
20199,2500000952296
20199,25952292
20199,20199
20198,7807355500239
20198,7807355100231
20198,2500000952289
20198,25952285
20198,20198
20196,7807355070015
20196,2500000952265
20196,25952261
20196,20196
20195,7807355170012
20195,2500000952258
20195,25952254
20195,20195
20194,7807355810130
20194,7807355110131
20194,2500000952241
20194,25952247
20194,20194
20193,7807355075058
20193,2500000952234
20193,25952230
20193,20193
20191,7807355810307
20191,2500000952210
20191,25952216
20191,20191
20189,7807355810055
20189,2500000952197
20189,25952193
20189,20189
20188,7807355810048
20188,2500000952180
20188,25952186
20188,20188
20186,7807355010004
20186,3606480592508
20186,2500000952166
20186,25952162
20186,20186
20185,7807355410033
20185,3606480592546
20185,2500000952159
20185,25952155
20185,20185
20184,7807355410026
20184,2500000952142
20184,25952148
20184,20184
20174,7807355800537
20174,7807355000432
20174,2500000952043
20174,25952049
20174,20174
20169,7807355000524
20169,2500000951992
20169,25951998
20169,20169
20165,7807355601004
20165,2500000951954
20165,25951950
20165,20165
20164,7807355601011
20164,2500000951947
20164,25951943
20164,20164
20163,7807355000821
20163,2500000951930
20163,25951936
20163,20163
20162,7807355000814
20162,2500000951923
20162,25951929
20162,20162
19972,8011564306202
19972,8011564003019
19972,2500000948558
19972,25948554
19972,19972
19971,8011564315808
19971,2500000948541
19971,25948547
19971,19971
19965,8011564315587
19965,2500000948480
19965,25948486
19965,19965
19923,7807317000470
19923,2500000947865
19923,25947861
19923,19923
19637,8005543005538
19637,2500000944093
19637,25944099
19637,19637
19636,8005543005521
19636,2500000944086
19636,25944082
19636,19636
19634,7807370003012
19634,2500000944062
19634,25944068
19634,19634
19601,7807370005160
19601,2500000943690
19601,25943696
19601,19601
19590,2500000943546
19590,25943542
19590,19590
19252,2500000938252
19252,25938258
19252,19252
19077,2500000935404
19077,25935400
19077,19077
19051,7807325121501
19051,2500000935091
19051,25935097
19051,19051
19050,7807325021504
19050,2500000935084
19050,25935080
19050,19050
19049,7807325114602
19049,2500000935077
19049,25935073
19049,19049
19046,7807325212759
19046,2500000935046
19046,25935042
19046,19046
19045,7807325112752
19045,2500000935039
19045,25935035
19045,19045
19044,7807325312749
19044,2500000935022
19044,25935028
19044,19044
18722,7793863531318
18722,2500000929519
18722,25929515
18722,18722
18720,7793863531271
18720,2500000929496
18720,25929492
18720,18720
18719,7793863531257
18719,2500000929489
18719,25929485
18719,18719
18715,7793863539574
18715,2500000929434
18715,25929430
18715,18715
18711,7793863531073
18711,2500000929397
18711,25929393
18711,18711
18684,7807325014605
18684,2500000929120
18684,25929126
18684,18684
18682,8907325212755
18682,7807325012755
18682,2500000929106
18682,25929102
18682,18682
18681,7807325212742
18681,2600000051880
18681,2500000929090
18681,25929096
18681,18681
18261,7793863417193
18261,2500000920677
18261,25920673
18261,18261
18258,7793863417216
18258,2500000920608
18258,25920604
18258,18258
18256,7793863417186
18256,2500000920585
18256,25920581
18256,18256
18255,7793863417179
18255,2500000920578
18255,25920574
18255,18255
18254,7793863417162
18254,2500000920561
18254,25920567
18254,18254
18253,7793863417155
18253,2500000920554
18253,25920550
18253,18253
18170,7807370003630
18170,2500000919343
18170,25919349
18170,18170
18169,7807370003623
18169,2500000919336
18169,25919332
18169,18169
18166,8012199779430
18166,7807370003340
18166,2500000919305
18166,25919301
18166,18166
18165,8012199779416
18165,7807370003333
18165,2500000919299
18165,25919295
18165,18165
18164,8012199779393
18164,7807370003326
18164,2500000919282
18164,25919288
18164,18164
18163,8012199779379
18163,7807370003319
18163,2500000919275
18163,25919271
18163,18163
18162,8012199779355
18162,7807370003302
18162,2500000919268
18162,25919264
18162,18162
18161,8012199779331
18161,7807370003296
18161,2500000919251
18161,25919257
18161,18161
18160,8012199779317
18160,7807370003289
18160,2500000919244
18160,25919240
18160,18160
18159,8012199779478
18159,7807370003272
18159,2500000919237
18159,25919233
18159,18159
18158,8012199779454
18158,7807370003265
18158,2500000919220
18158,25919226
18158,18158
18141,8005543109366
18141,2500000919022
18141,25919028
18141,18141
18131,7807370000042
18131,2500000918926
18131,25918922
18131,18131
18119,8005543033005
18119,8005540004572
18119,2500000918803
18119,25918809
18119,18119
18118,8005540004565
18118,2500000918797
18118,25918793
18118,18118
18117,8005540004558
18117,2500000918780
18117,25918786
18117,18117
18114,7807370002954
18114,2500000918759
18114,25918755
18114,18114
17694,7809850973235
17694,2500000912443
17694,25912449
17694,17694
17693,7809850973228
17693,2500000912436
17693,25912432
17693,17693
17692,7809850973211
17692,2500000912429
17692,25912425
17692,17692
17691,7809850973204
17691,2500000912412
17691,25912418
17691,17691
17675,3245060582180
17675,3245060580681
17675,2500000912238
17675,25912234
17675,17675
17672,3245060555535
17672,3245060553531
17672,2500000912191
17672,25912197
17672,17672
17669,3245060048549
17669,2500000912092
17669,25912098
17669,17669
17668,3245060048440
17668,2500000912085
17668,25912081
17668,17668
17667,3245060048341
17667,2500000912078
17667,25912074
17667,17667
17655,3245064115056
17655,3245060086299
17655,2500000911958
17655,25911954
17655,17655
17654,3245064115049
17654,3245060086282
17654,2500000911934
17654,25911930
17654,17654
17653,3245064036207
17653,3245060034559
17653,2500000911927
17653,25911923
17653,17653
17652,3245064036191
17652,3245060034542
17652,2500000911910
17652,25911916
17652,17652
17651,3245064036184
17651,3245060034535
17651,2500000911903
17651,25911909
17651,17651
17649,3245064036160
17649,3245060034511
17649,2500000911880
17649,25911886
17649,17649
17648,3245064036153
17648,3245060034498
17648,2500000911873
17648,25911879
17648,17648
17647,3245064036146
17647,3245060034474
17647,2500000911866
17647,25911862
17647,17647
17646,3245064035804
17646,3245060033903
17646,2500000911859
17646,25911855
17646,17646
17645,3245064035798
17645,3245060033897
17645,2500000911842
17645,25911848
17645,17645
17644,3245064035781
17644,3245060033880
17644,2500000911835
17644,25911831
17644,17644
17643,3245064035774
17643,3245060033873
17643,2500000911828
17643,25911824
17643,17643
17642,3245064035767
17642,3245060033866
17642,2500000911811
17642,25911817
17642,17642
17641,3245064035750
17641,3245060033842
17641,2500000911804
17641,25911800
17641,17641
17640,3245064035743
17640,3245060033828
17640,2500000911798
17640,25911794
17640,17640
17625,3245060302115
17625,2500000911644
17625,25911640
17625,17625
17621,7809850972627
17621,2500000911606
17621,25911602
17621,17621
16674,7807354032663
16674,2500000894886
16674,25894882
16674,16674
16671,7807354032533
16671,2500000894855
16671,25894851
16671,16671
16659,7807325011574
16659,2500000894725
16659,25894721
16659,16659
16658,7807325011260
16658,2500000894688
16658,25894684
16658,16658
16657,7807325011253
16657,2500000894671
16657,2220000102469
16657,25894677
16657,16657
16650,7807325095956
16650,7807325021214
16650,2500000894602
16650,25894608
16650,16650
16649,7807325014148
16649,2500000894596
16649,25894592
16649,16649
15423,7807354211822
15423,2500000801976
15423,25801972
15423,15423
15406,7807354102267
15406,2500000801754
15406,25801750
15406,15406
15403,7807354102236
15403,2500000801723
15403,25801729
15403,15403
15398,7807354015826
15398,2500000801679
15398,25801675
15398,15398
15397,7807354015819
15397,2500000801662
15397,25801668
15397,15397
15177,7807371016691
15177,7807354525110
15177,7807354522119
15177,2500000787935
15177,15177
15176,7807354080015
15176,2500000787911
15176,25787917
15176,15176
15174,7807354043263
15174,2500000787898
15174,25787894
15174,15174
15170,7807354065050
15170,2500000787768
15170,25787764
15170,15170
15102,7807354032687
15102,2500000785917
15102,25785913
15102,15102
15069,7809850100037
15069,2500000784651
15069,25784657
15069,15069
15068,7809850100044
15068,2500000784644
15068,25784640
15068,15068
14914,3245060930813
14914,2500000780226
14914,25780222
14914,14914
14913,7809850893939
14913,2500000780219
14913,25780215
14913,14913
14700,8005543092361
14700,2500000773808
14700,25773804
14700,14700
14695,8005543300459
14695,2500000773754
14695,25773750
14695,14695
14517,7807370028459
14517,2500000709166
14517,25709162
14517,14517
14441,8012199999692
14441,8012199069241
14441,7807370002718
14441,2500000704772
14441,25704778
14441,14441
14436,7809855023072
14436,2500000704581
14436,25704587
14436,14436
14204,7807354080060
14204,2500000698422
14204,25698428
14204,14204
14181,7807354514701
14181,2500000696817
14181,25696813
14181,14181
14180,7807354514589
14180,2500000696800
14180,25696806
14180,14180
14177,7807354504702
14177,2500000696770
14177,25696776
14177,14177
14173,7807354065517
14173,2500000696732
14173,25696738
14173,14173
14069,8005543328514
14069,2500000693342
14069,25693348
14069,14069
14065,8005543394137
14065,2500000693304
14065,25693300
14065,14065
14064,8005543394144
14064,2500000693298
14064,25693294
14064,14064
14063,8005543394120
14063,2500000693281
14063,25693287
14063,14063
14062,8005543394083
14062,2500000693274
14062,25693270
14062,14062
14061,8005543394069
14061,2500000693267
14061,25693263
14061,14061
14060,8005543394151
14060,2500000693250
14060,25693256
14060,14060
14058,8005543394106
14058,2500000693236
14058,25693232
14058,14058
14057,8005543394090
14057,2500000693229
14057,25693225
14057,14057
13522,7807317000821
13522,2500000676833
13522,25676839
13522,13522
13521,7807317000807
13521,2500000676826
13521,25676822
13521,13521
13518,7807317001002
13518,2500000676796
13518,25676792
13518,13518
13517,7807317000968
13517,2500000676789
13517,25676785
13517,13517
13515,7807317000906
13515,2500000676765
13515,25676761
13515,13515
13513,7807317000869
13513,2500000676741
13513,25676747
13513,13513
13505,7807317000289
13505,2500000676611
13505,25676617
13505,13505
13502,7809855014025
13502,2500000675430
13502,25675436
13502,13502
13500,7809855014124
13500,2500000675416
13500,25675412
13500,13500
13498,7809855014049
13498,2500000675393
13498,25675399
13498,13498
13497,7809855014032
13497,7793863014033
13497,2500000675386
13497,25675382
13497,13497
13492,7809855011291
13492,2500000675317
13492,25675313
13492,13492
13488,7807354501114
13488,2500000675188
13488,25675184
13488,13488
13487,7807354501657
13487,2500000675133
13487,25675139
13487,13487
13486,7807354500834
13486,2500000675119
13486,25675115
13486,13486
13485,7807354502029
13485,2500000675065
13485,25675061
13485,13485
13484,7807354502012
13484,2500000675058
13484,25675054
13484,13484
13481,7807354501213
13481,2500000674891
13481,25674897
13481,13481
13480,7807354060017
13480,2500000674877
13480,25674873
13480,13480
13479,7807354060116
13479,2500000674860
13479,25674866
13479,13479
13478,7807371016684
13478,7807354065364
13478,2500000674853
13478,13478
13477,7807354065319
13477,2500000674846
13477,25674842
13477,13477
13476,7807354065111
13476,2500000674839
13476,25674835
13476,13476
13474,2500000674570
13474,25674576
13474,13474
13454,2500000670954
13454,25670950
13454,13454
13453,2500000670947
13453,25670943
13453,13453
13373,7807354065067
13373,2500000661051
13373,25661057
13373,13373
12951,7807341060341
12951,2500000500725
12951,2220000262545
12951,25500721
12951,12951
12936,7807341060259
12936,7798138242302
12936,2500000500565
12936,2220000262422
12936,25500561
12936,12936
12935,7807341060242
12935,7798138242296
12935,2500000500558
12935,25500554
12935,12935
12926,7807341060204
12926,7798138240612
12926,2500000500435
12926,25500431
12926,12926
12905,7807454065011
12905,7807354065012
12905,2500000482106
12905,25482102
12905,12905
12815,7807370002855
12815,2500000337673
12815,25337679
12815,12815
12804,7807317003747
12804,7807317002313
12804,7807317000234
12804,7807317000081
12804,2500000325533
12804,25325539
12804,12804
12803,7807317003730
12803,7807317002306
12803,7807317000074
12803,2500000325526
12803,25325522
12803,12803
12802,7807317003723
12802,7807317002290
12802,7807317000067
12802,2500000325519
12802,2220000102117
12802,25325515
12802,12802
12801,7807317003709
12801,7807317002283
12801,7807317000050
12801,2500000325502
12801,2220000102100
12801,25325508
12801,12801
12800,7807317003693
12800,7807317002276
12800,7807317000043
12800,2500000325496
12800,2220000102094
12800,25325492
12800,12800
12790,8005543120095
12790,2500000313820
12790,25313826
12790,12790
12789,8005543120071
12789,2500000313813
12789,25313819
12789,12789
12788,7807370002046
12788,2500000309939
12788,25309935
12788,12788
12785,2500000305764
12785,25305760
12785,12785
12777,8005543150412
12777,2500000296109
12777,25296105
12777,12777
12775,8005543109076
12775,2500000296086
12775,25296082
12775,12775
12774,8005543150375
12774,2500000296079
12774,25296075
12774,12774
12773,8005543109038
12773,2500000296062
12773,25296068
12773,12773
12714,7807370002053
12714,2500000181337
12714,25181333
12714,12714
12685,7807370002022
12685,2500000135941
12685,25135947
12685,12685
12684,7807370002015
12684,2500000135934
12684,25135930
12684,12684
12681,7807370002008
12681,2500000128066
12681,25128062
12681,12681
12593,7807317000111
12593,2500000055744
12593,25055740
12593,12593
12543,7807370002138
12543,2500000034640
12543,25034646
12543,12543
12538,7807370002121
12538,2500000034558
12538,25034554
12538,12538
12537,7807370002114
12537,2500000034534
12537,25034530
12537,12537
12536,7807370002107
12536,2500000034510
12536,25034516
12536,12536
7603,7807317001026
7603,2500013091210
7603,7603
261771,7806179627146
261771,261771
261770,7806179628334
261770,261770
261769,39800088635
261769,261769
261768,8888021310412
261768,261768
261767,7807370016753
261767,261767
261766,2600030291225
261766,261766
261765,2600030291218
261765,261765
261764,2600030291201
261764,261764
261763,2600030291195
261763,261763
261762,2600030291188
261762,261762
261761,2600030291171
261761,261761
261760,2600030291164
261760,261760
261742,638060414927
261742,261742
261741,638060414897
261741,261741
261733,2600030291027
261733,261733
261691,7807355074549
261691,261691
261690,7807355874347
261690,261690
261689,7807355476220
261689,261689
261688,7807355474196
261688,261688
261687,7807355476183
261687,261687
261686,7807355476176
261686,261686
261685,7807355474189
261685,261685
261684,7807355474165
261684,261684
261683,7807355476466
261683,261683
261682,7807355476169
261682,261682
261681,7807355674039
261681,261681
261680,7807355676033
261680,261680
261679,7807355676040
261679,261679
261678,7807355674022
261678,261678
261677,7807355674008
261677,261677
261676,7807355676026
261676,261676
261675,7807355676002
261675,261675
261674,3606480931000
261674,261674
261673,3606482092242
261673,261673
261672,3606482092228
261672,261672
261671,7807355478484
261671,261671
261670,3606480565588
261670,261670
261669,7807355475063
261669,261669
261668,3606489822651
261668,261668
261667,3606489822644
261667,261667
261666,7807355478453
261666,261666
261665,3606487344346
261665,261665
261664,3606487344339
261664,261664
261663,7807355275458
261663,261663
261662,3606487354727
261662,261662
261661,3606487354710
261661,261661
261660,7807370016746
261660,261660
261659,7807370016647
261659,261659
261658,7807370016616
261658,261658
261657,7807370016722
261657,261657
261656,7807317000517
261656,261656
261655,7807317000562
261655,261655
261650,8011439991557
261650,261650
261641,2600030290594
261641,261641
261640,7809546600452
261640,261640
261639,8011439991540
261639,261639
261629,2600030291157
261629,261629
261628,2600030291140
261628,261628
261627,2600030291133
261627,261627
261626,2600030291126
261626,261626
261519,8854531009795
261519,261519
261518,7809546600575
261518,261518
214577008,7806215018280
214577008,214577008
214577007,7806215018273
214577007,2803900600077
214577007,214577007
214577006,7806215018266
214577006,2803900600060
214577006,214577006
214577005,7806215018259
214577005,2803900600053
214577005,214577005
214577004,7806215018242
214577004,2803900600046
214577004,214577004
214577003,7806215018235
214577003,2803900600039
214577003,214577003
214577002,7806215018228
214577002,2803900600022
214577002,214577002
214577001,7806215018211
214577001,214577001
171954008,2600026950556
171954008,171954008
171954007,2600026950549
171954007,171954007
171954006,2600026950532
171954006,171954006
171954005,2600026950525
171954005,171954005
171954004,2600026950518
171954004,171954004
171954003,2600026950501
171954003,171954003
171954002,2600026950495
171954002,171954002
171954001,2600026950488
171954001,171954001
161559004,2600026872421
161559004,161559004
161559003,2600026872414
161559003,161559003
161559002,2600026872407
161559002,161559002
161559001,2600026872391
161559001,161559001
161539005,2600026871950
161539005,161539005
161539004,2600026871943
161539004,161539004
161539003,2600026871936
161539003,161539003
161539002,2600026871929
161539002,161539002
161539001,2600026871912
161539001,161539001
161531006,2600026871721
161531006,161531006
161531005,2600026871714
161531005,161531005
161531004,2600026871707
161531004,161531004
161531003,2600026922249
161531003,161531003
161531002,2600026871684
161531002,161531002
161531001,2600026871677
161531001,161531001
89294013,7806206842061
89294013,2600026259819
89294013,89294013
89294012,2600026259802
89294012,89294012
89294011,7806206842047
89294011,2600026259796
89294011,89294011
89294010,7806206842030
89294010,2600026259789
89294010,89294010
89294009,7806206842023
89294009,2600026259673
89294009,89294009
89294008,7806206842016
89294008,2600026259666
89294008,89294008
89294007,7806206842009
89294007,2600026259659
89294007,89294007
89294006,7806206841996
89294006,2600026259642
89294006,89294006
89294005,7806206841989
89294005,2600026259635
89294005,89294005
89294004,7806206842306
89294004,7806206001109
89294004,2600026259628
89294004,89294004
89294003,2600026259611
89294003,89294003
89294002,2600026259604
89294002,89294002
89294001,2600026259598
89294001,89294001
80181007,2600026181233
80181007,80181007
80181006,2600026181226
80181006,80181006
80181005,2600026181219
80181005,80181005
80181004,2600026181202
80181004,80181004
80181003,2600026181196
80181003,80181003
80181002,2600026181189
80181002,80181002
80181001,2600026181172
80181001,80181001
79717010,2600026177182
79717010,79717010
79717009,2600026177175
79717009,79717009
79717008,2600026177168
79717008,79717008
79717007,2600026177151
79717007,79717007
79717006,2600026177144
79717006,79717006
79717005,2600026177137
79717005,79717005
79717004,2600026177120
79717004,79717004
79717003,2600026177113
79717003,79717003
79717002,2600026177106
79717002,79717002
79717001,2600026177090
79717001,79717001
79716009,2600026177083
79716009,79716009
79716008,2600026177076
79716008,79716008
79716007,2600026177069
79716007,79716007
79716006,2600026177052
79716006,79716006
79716005,2600026177045
79716005,79716005
79716004,2600026177038
79716004,79716004
79716003,2600026177021
79716003,79716003
79716002,2600026177014
79716002,79716002
79716001,2600026177007
79716001,79716001
79715009,2600026176994
79715009,79715009
79715008,2600026176987
79715008,79715008
79715007,2600026176970
79715007,79715007
79715006,2600026176963
79715006,79715006
79715005,2600026176956
79715005,79715005
79715004,2600026176949
79715004,79715004
79715003,2600026176932
79715003,79715003
79715002,2600026176925
79715002,79715002
79715001,2600026176918
79715001,79715001
79714009,2600026176901
79714009,79714009
79714008,2600026176895
79714008,79714008
79714007,2600026176888
79714007,79714007
79714006,2600026176871
79714006,79714006
79714005,2600026176864
79714005,79714005
79714004,2600026176857
79714004,79714004
79714003,2600026176840
79714003,79714003
79714002,2600026176833
79714002,79714002
79714001,2600026176826
79714001,79714001
79712007,2600026176727
79712007,79712007
79712006,2600026176710
79712006,79712006
79712005,2600026176703
79712005,79712005
79712004,2600026176697
79712004,79712004
79712003,2600026176680
79712003,79712003
79712002,2600026176673
79712002,79712002
79712001,2600026176666
79712001,79712001
72698005,7807010411559
72698005,72698005
72698004,7807010411542
72698004,72698004
72698003,7807010411535
72698003,72698003
72698002,7807010411528
72698002,72698002
72698001,7807010411511
72698001,72698001
72697005,7807010411603
72697005,72697005
72697004,7807010411597
72697004,72697004
72697003,7807010411580
72697003,72697003
72697002,7807010411573
72697002,72697002
72697001,7807010411566
72697001,72697001
72696005,7807010411504
72696005,72696005
72696004,7807010411498
72696004,72696004
72696003,7807010411481
72696003,72696003
72696002,7807010411474
72696002,72696002
72696001,7807010411467
72696001,72696001
72694005,7807010413324
72694005,72694005
72694004,7807010413317
72694004,72694004
72694003,7807010413300
72694003,72694003
72694002,7807010413294
72694002,72694002
72694001,7807010413287
72694001,72694001
57935008,2600026004631
57935008,57935008
57935007,2600026004624
57935007,57935007
57935006,2600026004617
57935006,57935006
57935005,2600026004600
57935005,57935005
57935004,2600026004594
57935004,57935004
57935003,2600026004587
57935003,57935003
57935002,2600026004570
57935002,57935002
57935001,2600026004563
57935001,57935001
57934009,57934009
57934008,2600026004556
57934008,57934008
57934007,2600026004549
57934007,57934007
57934006,2600026004532
57934006,57934006
57934005,2600026004525
57934005,57934005
57934004,2600026004518
57934004,57934004
57934003,2600026004501
57934003,57934003
57934002,2600026004495
57934002,57934002
57934001,2600026004488
57934001,57934001
57845008,2600026003542
57845008,57845008
57845007,2600026003535
57845007,57845007
57845006,2600026003528
57845006,57845006
57845005,2600026003511
57845005,57845005
57845004,2600026003504
57845004,57845004
57845003,2600026003498
57845003,57845003
57845002,2600026003481
57845002,57845002
57845001,2600026003474
57845001,57845001
41187009,2600000028981
41187009,41187009
41187008,2600000028974
41187008,41187008
41187007,2600000028967
41187007,41187007
41187006,2600000028950
41187006,41187006
41187005,2600000028943
41187005,41187005
41187004,2600000028936
41187004,41187004
41187003,2600000028929
41187003,41187003
41187002,2600000028912
41187002,41187002
41187001,2600000028905
41187001,41187001
40659003,7809637868723
40659003,40659003
40659002,7809637868716
40659002,40659002
40659001,7809637868730
40659001,40659001
40655003,7809637868624
40655003,40655003
40655002,7809637868617
40655002,40655002
40655001,7809637868600
40655001,40655001
40003003,7809637867290
40003003,40003003
40003002,7809637867283
40003002,40003002
40003001,7809637867276
40003001,40003001
40002003,7809637867269
40002003,40002003
40002002,7809637867252
40002002,40002002
40002001,7809637867245
40002001,40002001
30398003,7809890005149
30398003,2500000792564
30398003,30398003
30398003,25792560
30398003,20792565
30398003,20432911
30398002,7809890005163
30398002,2500000792557
30398002,30398002
30398002,25792553
30398002,20433123
30398001,7809890005156
30398001,2500000792540
30398001,30398001
30398001,25792546
30398001,20432904
30367007,2500017140891
30367007,30367007
30367006,2500017140884
30367006,30367006
30367005,2500017140877
30367005,30367005
30367004,2500017140860
30367004,30367004
30367003,2500017140853
30367003,30367003
30367002,2500017140846
30367002,30367002
30367001,2500017140839
30367001,2500001714084
30367001,30367001
30262003,2600026073316
30262003,30262003
30262002,7809890000212
30262002,2500000792373
30262002,30262002
30262002,25792379
30262001,7809890000229
30262001,2500000792366
30262001,30262001
30262001,25792362
30055008,7806215267046
30055008,7806215001770
30055008,2500017440465
30055008,30055008
30055007,7806215267039
30055007,7806215001763
30055007,2500017440458
30055007,30055007
30055006,7806215267022
30055006,7806215001756
30055006,2500017440441
30055006,30055006
30055005,7806215267015
30055005,7806215001749
30055005,2500017440434
30055005,2220000111157
30055005,30055005
30055004,7806215267008
30055004,7806215001732
30055004,2500017440427
30055004,30055004
30055003,7806215267091
30055003,7806215001800
30055003,2500017440410
30055003,30055003
30055002,7806215267084
30055002,7806215001718
30055002,2500017440403
30055002,2500017283987
30055002,30055002
30055001,7806215267053
30055001,2500017283994
30055001,30055001
30017006,7809890002964
30017006,2500000793578
30017006,30017006
30017006,25793574
30017006,20793579
30017005,2500000793561
30017005,30017005
30017005,25793567
30017004,7809890003015
30017004,2500000793554
30017004,30017004
30017004,25793550
30017004,20793555
30017003,7809890002995
30017003,2500000793547
30017003,2220000129534
30017003,30017003
30017003,25793543
30017003,20793548
30017002,7809890002957
30017002,2500000793530
30017002,2220000129510
30017002,30017002
30017002,25793536
30017002,20793531
30017001,2500000793523
30017001,30017001
30017001,25793529
30017001,20793524
30016006,7809890002513
30016006,2500000793639
30016006,2220000129435
30016006,30016006
30016006,25793635
30016006,20793630
30016005,2500000793622
30016005,30016005
30016005,25793628
30016005,20793623
30016004,7809890002568
30016004,2500000793615
30016004,30016004
30016004,25793611
30016004,20793616
30016003,7809890002544
30016003,2500000793608
30016003,2220000129442
30016003,30016003
30016003,25793604
30016003,20793609
30016002,7809890002506
30016002,2500000793592
30016002,30016002
30016002,25793598
30016002,20793593
30016001,2500000793585
30016001,30016001
30016001,25793581
30016001,20793586
261352,2600030289208
261352,261352
261351,2600030289192
261351,261351
261273,2600030288485
261272,2600030288478
261201,7809818006258
261201,261201
261104,7805712203212
261104,261104
261103,7805712203113
261103,261103
261096,2600030288355
261096,799192411984
261096,261096
261094,799192411977
261094,261094
261093,799192411953
261093,261093
261083,2600030287051
261083,261083
261082,2600030287044
261082,261082
261081,2600030287037
261081,261081
261080,2600030287020
261080,261080
261075,2600030286979
261075,799192411960
261075,261075
261074,2600030286962
261074,261074
261073,2600030286955
261073,261073
261072,2600030286948
261072,261072
260995,2021770240913
260995,260995
260994,2021770240906
260994,260994
260993,2021770240890
260993,260993
260976,2600030286542
260976,260976
260915,2600030286252
260915,260915
260867,2600030286160
260867,260867
260866,2600030286153
260866,260866
260865,2600030286146
260865,260865
260864,2600030286108
260864,260864
260863,2600030286092
260863,260863
260862,2600030286085
260862,260862
260861,2600030286078
260861,260861
260860,2600030286061
260860,260860
260813,2600030285699
260813,260813
260812,2600030285682
260812,260812
260721,7800160234313
260721,260721
260720,7800160234306
260720,260720
260717,2600030284685
260717,260717
260716,2600030284678
260716,260716
260715,2600030284661
260715,260715
260714,2600030284654
260714,260714
260713,2600030284647
260713,260713
260712,2600030284630
260712,260712
260711,2600030284623
260711,260711
260709,2600030284586
260709,260709
260701,2600030284494
260701,260701
260614,2600030283862
260614,260614
260602,4893862047933
260602,260602
260601,9999638031009
260601,260601
260600,5052847100127
260600,260600
260599,7800160234290
260599,260599
260597,677144803110
260597,260597
260596,677144876756
260596,260596
260595,677144876749
260595,260595
260594,677144876732
260594,260594
260589,2600030283749
260589,260589
260545,2600030283916
260545,260545
260544,2600030283909
260544,260544
260542,2600030283886
260542,260542
260499,27809801003336
260499,260499
260498,17809801003322
260498,260498
260497,27809801003312
260497,260497
260496,27809801003305
260496,260496
260495,17809801003292
260495,260495
260494,17809801003285
260494,260494
260493,17809801003278
260493,260493
260492,27809801003268
260492,260492
260451,2600030282773
260451,260451
260402,2600030282254
260402,260402
260349,2600030281981
260349,260349
260347,2600030281950
260347,260347
260346,2600030281943
260346,260346
260345,2600030281936
260345,260345
260344,2600030281929
260344,260344
260343,2600030281912
260343,260343
260342,2600030281905
260342,260342
260341,2600030281899
260341,260341
260340,2600030281882
260340,260340
260322,2600030281752
260322,260322
260321,2600030281745
260321,260321
260320,2600030281738
260320,260320
260319,2600030281875
260319,260319
260318,2600030281868
260318,260318
260317,2600030281851
260317,260317
260302,2600030281844
260302,260302
260298,2600030281660
260298,260298
260290,2600030281592
260290,260290
260289,2600030281585
260289,260289
260288,2600030281578
260288,260288
260230,2600030281172
260230,260230
260229,2600030281165
260229,260229
260228,2600030281158
260228,260228
260215,7808773727093
260215,260215
260214,7808773727086
260214,260214
260213,7808773727079
260213,260213
260212,7808773727031
260212,260212
260211,7808773727024
260211,260211
260210,7808773727017
260210,260210
260117,2803301600096
260117,260117
260116,2600030280809
260116,260116
260082,2600030280373
260082,260082
260078,2600030280564
260078,260078
260077,2600030280557
260077,260077
260076,2600030280540
260076,260076
260075,2600030280533
260075,260075
260074,2600030280526
260074,260074
260037,7805738014762
260037,260037
260036,7805738014731
260036,260036
260035,7805738014755
260035,260035
260019,2600030280083
260019,260019
260018,2600030280076
260018,260018
260017,7805738019217
260017,260017
260016,7805738019460
260016,260016
260015,7805738019477
260015,260015
260009,2600030280267
260009,260009
259999,2600030280007
259999,259999
259998,2600030279995
259998,259998
259970,2600030279797
259970,259970
259919,2600030279780
259919,259919
259917,2600030279698
259917,259917
259908,2600030279339
259908,259908
259907,2600030279322
259907,259907
259906,2600030279315
259906,259906
259905,2600030279308
259905,259905
259860,2600030279117
259860,259860
259859,2600030279100
259859,259859
259820,2600030278677
259820,259820
259809,2600030278660
259809,259809
259808,7799045143492
259808,259808
259807,7799045143515
259807,259807
259759,2600030278127
259759,259759
259758,2600030278110
259758,259758
259703,2600030278240
259703,259703
259677,2509610600085
259677,259677
259676,2509610600078
259676,259676
259675,2509610600061
259675,259675
259674,2509610600054
259674,259674
259673,2509610600047
259673,259673
259672,2509610600030
259672,259672
259671,2809601700092
259671,259671
259670,2809601700085
259670,259670
259669,2809601700078
259669,259669
259668,2809601700061
259668,259668
259667,2809601700054
259667,259667
259666,2809601700047
259666,259666
259665,2809601700030
259665,259665
259664,2809601700023
259664,259664
259663,2809601700016
259663,259663
259545,2600030277069
259545,259545
259543,2600030277045
259543,259543
259525,2600030278356
259525,259525
259524,2600030278349
259524,259524
259523,2600030278332
