sku,current_stock,free_stock_value,blocked_stock,blocked_stock_value
103363,0.0,0.0,0.0,0.0
103404,0.0,0.0,0.0,0.0
103412,0.0,0.0,0.0,0.0
103440,0.0,0.0,0.0,0.0
103445,0.0,0.0,0.0,0.0
103446,0.0,0.0,0.0,0.0
103457,0.0,0.0,0.0,0.0
103470,0.0,0.0,0.0,0.0
103482,0.0,0.0,0.0,0.0
103492,0.0,0.0,0.0,0.0
103494,0.0,0.0,0.0,0.0
103495,0.0,0.0,0.0,0.0
103506,0.0,0.0,0.0,0.0
103508,0.0,0.0,0.0,0.0
103546,0.0,0.0,0.0,0.0
103552,0.0,0.0,0.0,0.0
103554,0.0,0.0,0.0,0.0
103571,0.0,0.0,0.0,0.0
103582,0.0,0.0,0.0,0.0
103598,0.0,0.0,0.0,0.0
103600,0.0,0.0,0.0,0.0
103636,0.0,0.0,0.0,0.0
103666,0.0,0.0,0.0,0.0
103747,0.0,0.0,0.0,0.0
103748,0.0,0.0,0.0,0.0
103750,0.0,0.0,0.0,0.0
103756,0.0,0.0,0.0,0.0
103757,0.0,0.0,0.0,0.0
103778,0.0,0.0,0.0,0.0
103782,0.0,0.0,0.0,0.0
103816,0.0,0.0,0.0,0.0
103831,0.0,0.0,0.0,0.0
103832,0.0,0.0,0.0,0.0
103859,0.0,0.0,0.0,0.0
103860,0.0,0.0,0.0,0.0
103891,0.0,0.0,0.0,0.0
103898,0.0,0.0,0.0,0.0
103925,0.0,0.0,0.0,0.0
103926,0.0,0.0,0.0,0.0
103927,0.0,0.0,0.0,0.0
10393,0.0,0.0,0.0,0.0
103935,0.0,0.0,0.0,0.0
103936,0.0,0.0,0.0,0.0
103940,0.0,0.0,0.0,0.0
103965,0.0,0.0,0.0,0.0
103995,0.0,0.0,0.0,0.0
103998,0.0,0.0,0.0,0.0
104003,0.0,0.0,0.0,0.0
104006,0.0,0.0,0.0,0.0
104018,0.0,0.0,0.0,0.0
104025,0.0,0.0,0.0,0.0
104041,0.0,0.0,0.0,0.0
104042,0.0,0.0,0.0,0.0
104055,0.0,0.0,0.0,0.0
104067,0.0,0.0,0.0,0.0
104072,0.0,0.0,0.0,0.0
104075,0.0,0.0,0.0,0.0
104081,0.0,0.0,0.0,0.0
104085,0.0,0.0,0.0,0.0
104090,0.0,0.0,0.0,0.0
104091,0.0,0.0,0.0,0.0
104100,0.0,0.0,0.0,0.0
104111,0.0,0.0,0.0,0.0
104126,0.0,0.0,0.0,0.0
104130,0.0,0.0,0.0,0.0
104161,0.0,0.0,0.0,0.0
104163,0.0,0.0,0.0,0.0
104167,0.0,0.0,0.0,0.0
104172,0.0,0.0,0.0,0.0
104188,0.0,0.0,0.0,0.0
104189,0.0,0.0,0.0,0.0
104208,0.0,0.0,0.0,0.0
104215,0.0,0.0,0.0,0.0
104216,0.0,0.0,0.0,0.0
104220,0.0,0.0,0.0,0.0
104221,0.0,0.0,0.0,0.0
104222,5.0,77877.0,0.0,0.0
104223,8.0,120029.0,0.0,0.0
104303,0.0,0.0,0.0,0.0
104311,0.0,0.0,0.0,0.0
104318,0.0,0.0,0.0,0.0
104321,0.0,0.0,0.0,0.0
104324,0.0,0.0,0.0,0.0
104377,0.0,0.0,0.0,0.0
104400,0.0,0.0,0.0,0.0
10442,0.0,0.0,0.0,0.0
104551,0.0,0.0,0.0,0.0
104561,0.0,0.0,0.0,0.0
10457,0.0,0.0,0.0,0.0
104580,0.0,0.0,0.0,0.0
104610,0.0,0.0,0.0,0.0
104654,0.0,0.0,0.0,0.0
104663,0.0,0.0,0.0,0.0
104669,0.0,0.0,0.0,0.0
104695,0.0,0.0,0.0,0.0
104707,0.0,0.0,0.0,0.0
10472,0.0,0.0,0.0,0.0
104750,0.0,0.0,0.0,0.0
104763,0.0,0.0,0.0,0.0
104793,0.0,0.0,0.0,0.0
104804,0.0,0.0,0.0,0.0
104805,0.0,0.0,0.0,0.0
104807,0.0,0.0,0.0,0.0
104808,0.0,0.0,0.0,0.0
104849,0.0,0.0,0.0,0.0
104878,0.0,0.0,0.0,0.0
104882,0.0,0.0,0.0,0.0
104917,0.0,0.0,0.0,0.0
104918,0.0,0.0,0.0,0.0
104919,0.0,0.0,0.0,0.0
104920,0.0,0.0,0.0,0.0
104925,0.0,0.0,0.0,0.0
104945,0.0,0.0,0.0,0.0
104954,0.0,0.0,0.0,0.0
104983,0.0,0.0,0.0,0.0
104984,0.0,0.0,0.0,0.0
104985,0.0,0.0,0.0,0.0
104986,0.0,0.0,0.0,0.0
104987,0.0,0.0,0.0,0.0
104988,0.0,0.0,0.0,0.0
104989,0.0,0.0,0.0,0.0
104990,0.0,0.0,0.0,0.0
104991,0.0,0.0,0.0,0.0
104992,0.0,0.0,0.0,0.0
105068,0.0,0.0,0.0,0.0
105089,12.0,27079.0,0.0,0.0
105090,2.0,199366.0,0.0,0.0
105091,3.0,309955.0,0.0,0.0
105095,27.0,17084.0,0.0,0.0
105096,23.0,58256.0,0.0,0.0
105103,33.0,258167.0,0.0,0.0
105105,36.0,74574.0,0.0,0.0
105106,39.0,79702.0,0.0,0.0
105122,0.0,0.0,0.0,0.0
105133,0.0,0.0,0.0,0.0
105137,0.0,0.0,0.0,0.0
105140,0.0,0.0,0.0,0.0
105141,0.0,0.0,0.0,0.0
105143,0.0,0.0,0.0,0.0
105157,0.0,0.0,0.0,0.0
105169,0.0,0.0,0.0,0.0
105170,7.0,220613.0,0.0,0.0
105171,0.0,0.0,0.0,0.0
105172,6.0,191184.0,0.0,0.0
105174,0.0,0.0,0.0,0.0
105175,0.0,0.0,0.0,0.0
105179,0.0,0.0,0.0,0.0
105180,0.0,0.0,0.0,0.0
105181,0.0,0.0,0.0,0.0
105182,10.0,50043.0,0.0,0.0
105183,0.0,0.0,0.0,0.0
105187,8.0,61780.0,0.0,0.0
105188,0.0,0.0,0.0,0.0
105189,0.0,0.0,0.0,0.0
105220,0.0,0.0,0.0,0.0
105259,0.0,0.0,0.0,0.0
105263,0.0,0.0,0.0,0.0
105268,0.0,0.0,0.0,0.0
105269,0.0,0.0,0.0,0.0
105276,0.0,0.0,0.0,0.0
105292,0.0,0.0,0.0,0.0
105329,0.0,0.0,0.0,0.0
105390,0.0,0.0,0.0,0.0
105397,0.0,0.0,0.0,0.0
105429,0.0,0.0,0.0,0.0
105430,0.0,0.0,0.0,0.0
105437,30.0,34634.0,0.0,0.0
105521,0.0,0.0,0.0,0.0
105581,0.0,0.0,0.0,0.0
105676,0.0,0.0,0.0,0.0
105726,0.0,0.0,0.0,0.0
105728,0.0,0.0,0.0,0.0
105730,0.0,0.0,0.0,0.0
105753,120.0,114843.0,0.0,0.0
105754,84.0,79674.0,0.0,0.0
105761,0.0,0.0,0.0,0.0
105772,0.0,0.0,0.0,0.0
105969,0.0,0.0,0.0,0.0
105970,0.0,0.0,0.0,0.0
105971,0.0,0.0,0.0,0.0
105972,0.0,0.0,0.0,0.0
105977,0.0,0.0,0.0,0.0
105978,0.0,0.0,0.0,0.0
105979,0.0,0.0,0.0,0.0
105981,0.0,0.0,0.0,0.0
105982,0.0,0.0,0.0,0.0
105983,0.0,0.0,0.0,0.0
105989,0.0,0.0,0.0,0.0
10599,0.0,0.0,0.0,0.0
105990,0.0,0.0,0.0,0.0
105991,0.0,0.0,0.0,0.0
105992,0.0,0.0,0.0,0.0
105993,0.0,0.0,0.0,0.0
105994,0.0,0.0,0.0,0.0
105995,0.0,0.0,0.0,0.0
106001,0.0,0.0,0.0,0.0
106005,0.0,0.0,0.0,0.0
106006,0.0,0.0,0.0,0.0
106016,0.0,0.0,0.0,0.0
106026,0.0,0.0,0.0,0.0
106041,0.0,0.0,0.0,0.0
106048,0.0,0.0,0.0,0.0
106051,0.0,0.0,0.0,0.0
106084,0.0,0.0,0.0,0.0
106094,0.0,0.0,0.0,0.0
106112,0.0,0.0,0.0,0.0
106144,0.0,0.0,0.0,0.0
106145,0.0,0.0,0.0,0.0
106192,0.0,0.0,0.0,0.0
106220,0.0,0.0,0.0,0.0
106237,0.0,0.0,0.0,0.0
10627,0.0,0.0,0.0,0.0
106274,0.0,0.0,0.0,0.0
106275,0.0,0.0,0.0,0.0
106394,0.0,0.0,0.0,0.0
106395,0.0,0.0,0.0,0.0
106398,0.0,0.0,0.0,0.0
106439,0.0,0.0,0.0,0.0
106440,0.0,0.0,0.0,0.0
106449,0.0,0.0,0.0,0.0
106450,0.0,0.0,0.0,0.0
106451,0.0,0.0,0.0,0.0
106452,0.0,0.0,0.0,0.0
106453,0.0,0.0,0.0,0.0
106454,0.0,0.0,0.0,0.0
106458,0.0,0.0,0.0,0.0
106461,0.0,0.0,0.0,0.0
106478,0.0,0.0,0.0,0.0
106514,0.0,0.0,0.0,0.0
106515,0.0,0.0,0.0,0.0
106516,0.0,0.0,0.0,0.0
106568,0.0,0.0,0.0,0.0
106569,0.0,0.0,0.0,0.0
106575,0.0,0.0,0.0,0.0
106609,10.0,5960.0,0.0,0.0
106619,0.0,0.0,0.0,0.0
106635,0.0,0.0,0.0,0.0
106636,0.0,0.0,0.0,0.0
106639,0.0,0.0,0.0,0.0
106640,0.0,0.0,0.0,0.0
106641,0.0,0.0,0.0,0.0
106642,0.0,0.0,0.0,0.0
106648,0.0,0.0,0.0,0.0
106650,0.0,0.0,0.0,0.0
106654,0.0,0.0,0.0,0.0
106686,0.0,0.0,0.0,0.0
106692,0.0,0.0,0.0,0.0
106735,0.0,0.0,0.0,0.0
106737,0.0,0.0,0.0,0.0
106773,0.0,0.0,0.0,0.0
106780,0.0,0.0,0.0,0.0
106797,0.0,0.0,0.0,0.0
106805,0.0,0.0,0.0,0.0
106806,0.0,0.0,0.0,0.0
106827,0.0,0.0,0.0,0.0
106829,0.0,0.0,0.0,0.0
106832,0.0,0.0,0.0,0.0
106833,0.0,0.0,0.0,0.0
106834,0.0,0.0,0.0,0.0
106844,0.0,0.0,0.0,0.0
106845,0.0,0.0,0.0,0.0
106848,0.0,0.0,0.0,0.0
106868,0.0,0.0,0.0,0.0
106880,0.0,0.0,0.0,0.0
106888,0.0,0.0,0.0,0.0
106898,0.0,0.0,0.0,0.0
106900,0.0,0.0,0.0,0.0
106945,0.0,0.0,0.0,0.0
106946,0.0,0.0,0.0,0.0
106952,0.0,0.0,0.0,0.0
106955,0.0,0.0,0.0,0.0
106956,0.0,0.0,0.0,0.0
106957,0.0,0.0,0.0,0.0
106958,0.0,0.0,0.0,0.0
106959,0.0,0.0,0.0,0.0
106960,0.0,0.0,0.0,0.0
106961,0.0,0.0,0.0,0.0
106962,0.0,0.0,0.0,0.0
106964,0.0,0.0,0.0,0.0
106965,0.0,0.0,0.0,0.0
106989,0.0,0.0,0.0,0.0
106991,0.0,0.0,0.0,0.0
106992,0.0,0.0,0.0,0.0
106994,0.0,0.0,0.0,0.0
106998,0.0,0.0,0.0,0.0
106999,0.0,0.0,0.0,0.0
107004,0.0,0.0,0.0,0.0
107005,0.0,0.0,0.0,0.0
107006,0.0,0.0,0.0,0.0
107007,0.0,0.0,0.0,0.0
107009,0.0,0.0,0.0,0.0
107020,0.0,0.0,0.0,0.0
107042,0.0,0.0,0.0,0.0
107160,0.0,0.0,0.0,0.0
107164,0.0,0.0,0.0,0.0
107171,0.0,0.0,0.0,0.0
107172,0.0,0.0,0.0,0.0
107174,0.0,0.0,0.0,0.0
107176,0.0,0.0,0.0,0.0
107177,0.0,0.0,0.0,0.0
107178,0.0,0.0,0.0,0.0
107184,0.0,0.0,0.0,0.0
107185,0.0,0.0,0.0,0.0
107188,0.0,0.0,0.0,0.0
107189,0.0,0.0,0.0,0.0
107190,0.0,0.0,0.0,0.0
107213,0.0,0.0,0.0,0.0
107230,0.0,0.0,0.0,0.0
107276,0.0,0.0,0.0,0.0
107277,60.0,12376.0,0.0,0.0
