sku,current_stock,free_stock_value,blocked_stock,blocked_stock_value
195346,0.0,0.0,0.0,0.0
195348,0.0,0.0,0.0,0.0
195349,0.0,0.0,0.0,0.0
195350,19.0,65461.0,0.0,0.0
195351,24.0,93195.0,0.0,0.0
195352,6.0,53954.0,0.0,0.0
195353,0.0,0.0,0.0,0.0
195355,0.0,0.0,0.0,0.0
195356,6.0,4419.0,0.0,0.0
195386,0.0,0.0,0.0,0.0
19539,0.0,0.0,0.0,0.0
195391,0.0,0.0,0.0,0.0
195397,0.0,0.0,0.0,0.0
195400,0.0,0.0,0.0,0.0
19541,0.0,0.0,0.0,0.0
195422,0.0,0.0,0.0,0.0
195423,0.0,0.0,0.0,0.0
195430,0.0,0.0,0.0,0.0
195434,0.0,0.0,0.0,0.0
195435,0.0,0.0,0.0,0.0
195436,0.0,0.0,0.0,0.0
195437,0.0,0.0,0.0,0.0
195448,0.0,0.0,0.0,0.0
195449,0.0,0.0,0.0,0.0
195450,0.0,0.0,0.0,0.0
195455,0.0,0.0,0.0,0.0
195456,0.0,0.0,0.0,0.0
195457,0.0,0.0,0.0,0.0
195474,0.0,0.0,0.0,0.0
195475,0.0,0.0,0.0,0.0
195476,0.0,0.0,0.0,0.0
195478,0.0,0.0,0.0,0.0
195479,0.0,0.0,0.0,0.0
195480,0.0,0.0,0.0,0.0
195481,0.0,0.0,0.0,0.0
195482,0.0,0.0,0.0,0.0
195483,18.0,58662.0,0.0,0.0
195486,0.0,0.0,0.0,0.0
195494,0.0,0.0,0.0,0.0
195505,0.0,0.0,0.0,0.0
195506,0.0,0.0,0.0,0.0
195510,0.0,0.0,0.0,0.0
195517,0.0,0.0,0.0,0.0
195518,0.0,0.0,0.0,0.0
195519,0.0,0.0,0.0,0.0
195528,0.0,0.0,0.0,0.0
195532,0.0,0.0,0.0,0.0
195535,0.0,0.0,0.0,0.0
195551,0.0,0.0,0.0,0.0
195552,0.0,0.0,0.0,0.0
195553,0.0,0.0,0.0,0.0
195554,0.0,0.0,0.0,0.0
195555,0.0,0.0,0.0,0.0
195556,0.0,0.0,0.0,0.0
195557,0.0,0.0,0.0,0.0
195558,0.0,0.0,0.0,0.0
19556,0.0,0.0,0.0,0.0
195569,0.0,0.0,0.0,0.0
195570,23.0,14984.0,0.0,0.0
195571,0.0,0.0,0.0,0.0
195572,45.0,31819.0,0.0,0.0
195573,23.0,10544.0,0.0,0.0
195575,57.0,42211.0,0.0,0.0
195576,7.0,3139.0,0.0,0.0
195577,0.0,0.0,0.0,0.0
195578,0.0,0.0,0.0,0.0
195579,0.0,0.0,0.0,0.0
195580,0.0,0.0,0.0,0.0
195581,0.0,0.0,0.0,0.0
195582,0.0,0.0,0.0,0.0
195583,0.0,0.0,0.0,0.0
195586,0.0,0.0,0.0,0.0
195587,0.0,0.0,0.0,0.0
195588,0.0,0.0,0.0,0.0
195595,0.0,0.0,0.0,0.0
195598,0.0,0.0,0.0,0.0
195599,72.0,363371.0,0.0,0.0
195605,0.0,0.0,0.0,0.0
195606,0.0,0.0,0.0,0.0
195611,0.0,0.0,0.0,0.0
195615,0.0,0.0,0.0,0.0
195633,0.0,0.0,0.0,0.0
195634,0.0,0.0,0.0,0.0
195635,0.0,0.0,0.0,0.0
195637,4.0,164603.0,0.0,0.0
195638,0.0,0.0,0.0,0.0
195639,3.0,141327.0,0.0,0.0
195640,0.0,0.0,0.0,0.0
195647,0.0,0.0,0.0,0.0
195649,0.0,0.0,0.0,0.0
195650,0.0,0.0,0.0,0.0
195651,0.0,0.0,0.0,0.0
195652,0.0,0.0,0.0,0.0
195653,0.0,0.0,0.0,0.0
195654,0.0,0.0,0.0,0.0
195655,0.0,0.0,0.0,0.0
195656,0.0,0.0,0.0,0.0
195667,0.0,0.0,0.0,0.0
195668,0.0,0.0,0.0,0.0
195669,0.0,0.0,0.0,0.0
195671,0.0,0.0,0.0,0.0
195672,0.0,0.0,0.0,0.0
195673,0.0,0.0,0.0,0.0
195674,0.0,0.0,0.0,0.0
195683,6.0,82692.0,0.0,0.0
195684,5.0,68996.0,0.0,0.0
195685,5.0,68947.0,0.0,0.0
195686,5.0,65248.0,0.0,0.0
195687,5.0,69035.0,0.0,0.0
195688,0.0,0.0,0.0,0.0
195689,0.0,0.0,0.0,0.0
195699,0.0,0.0,0.0,0.0
195700,0.0,0.0,0.0,0.0
195702,0.0,0.0,0.0,0.0
195708,0.0,0.0,0.0,0.0
195709,0.0,0.0,0.0,0.0
195717,0.0,0.0,0.0,0.0
195729,0.0,0.0,0.0,0.0
195736,0.0,0.0,0.0,0.0
195743,0.0,0.0,0.0,0.0
195747,0.0,0.0,0.0,0.0
195749,0.0,0.0,0.0,0.0
195763,0.0,0.0,0.0,0.0
195764,0.0,0.0,0.0,0.0
195765,0.0,0.0,0.0,0.0
195766,0.0,0.0,0.0,0.0
195767,0.0,0.0,0.0,0.0
195778,0.0,0.0,0.0,0.0
195779,0.0,0.0,0.0,0.0
195780,6.0,27987.0,0.0,0.0
195781,11.0,31240.0,0.0,0.0
195782,0.0,0.0,0.0,0.0
195783,0.0,0.0,0.0,0.0
195784,0.0,0.0,0.0,0.0
195785,0.0,0.0,0.0,0.0
195786,0.0,0.0,0.0,0.0
195792,0.0,0.0,0.0,0.0
195793,0.0,0.0,0.0,0.0
195796,0.0,0.0,0.0,0.0
195801,0.0,0.0,0.0,0.0
195802,0.0,0.0,0.0,0.0
195803,0.0,0.0,0.0,0.0
195804,0.0,0.0,0.0,0.0
195805,0.0,0.0,0.0,0.0
195811,0.0,0.0,0.0,0.0
195813,0.0,0.0,0.0,0.0
195818,0.0,0.0,0.0,0.0
195819,0.0,0.0,0.0,0.0
195824,0.0,0.0,0.0,0.0
195825,0.0,0.0,0.0,0.0
195831,0.0,0.0,0.0,0.0
195832,0.0,0.0,0.0,0.0
195833,0.0,0.0,0.0,0.0
195835,0.0,0.0,0.0,0.0
195838,0.0,0.0,0.0,0.0
195841,0.0,0.0,0.0,0.0
195843,0.0,0.0,0.0,0.0
195844,0.0,0.0,0.0,0.0
195845,7.0,235186.0,0.0,0.0
195846,4.0,134493.0,0.0,0.0
195849,0.0,0.0,0.0,0.0
195851,0.0,0.0,0.0,0.0
195856,0.0,0.0,0.0,0.0
195857,0.0,0.0,0.0,0.0
195858,0.0,0.0,0.0,0.0
195868,0.0,0.0,0.0,0.0
195869,0.0,0.0,0.0,0.0
195870,0.0,0.0,0.0,0.0
195871,0.0,0.0,0.0,0.0
195872,0.0,0.0,0.0,0.0
195873,0.0,0.0,0.0,0.0
195874,0.0,0.0,0.0,0.0
195875,0.0,0.0,0.0,0.0
195876,0.0,0.0,0.0,0.0
195877,0.0,0.0,0.0,0.0
195878,0.0,0.0,0.0,0.0
195879,0.0,0.0,0.0,0.0
19588,0.0,0.0,0.0,0.0
195880,0.0,0.0,0.0,0.0
195881,0.0,0.0,0.0,0.0
195882,0.0,0.0,0.0,0.0
195883,0.0,0.0,0.0,0.0
195884,0.0,0.0,0.0,0.0
195885,0.0,0.0,0.0,0.0
195886,0.0,0.0,0.0,0.0
195887,0.0,0.0,0.0,0.0
195888,0.0,0.0,0.0,0.0
195889,0.0,0.0,0.0,0.0
195891,0.0,0.0,0.0,0.0
195892,0.0,0.0,0.0,0.0
195895,0.0,0.0,0.0,0.0
195896,0.0,0.0,0.0,0.0
195897,0.0,0.0,0.0,0.0
195898,0.0,0.0,0.0,0.0
195899,0.0,0.0,0.0,0.0
19590,0.0,0.0,0.0,0.0
195902,0.0,0.0,0.0,0.0
195911,0.0,0.0,0.0,0.0
195912,0.0,0.0,0.0,0.0
195913,0.0,0.0,0.0,0.0
195933,0.0,0.0,0.0,0.0
195934,0.0,0.0,0.0,0.0
195935,0.0,0.0,0.0,0.0
195936,0.0,0.0,0.0,0.0
195945,0.0,0.0,0.0,0.0
195946,0.0,0.0,0.0,0.0
195951,0.0,0.0,0.0,0.0
195952,0.0,0.0,0.0,0.0
195954,0.0,0.0,0.0,0.0
195955,0.0,0.0,0.0,0.0
195960,0.0,0.0,0.0,0.0
195961,0.0,0.0,0.0,0.0
195962,0.0,0.0,0.0,0.0
195963,0.0,0.0,0.0,0.0
195964,0.0,0.0,0.0,0.0
195965,0.0,0.0,0.0,0.0
195966,0.0,0.0,0.0,0.0
195977,0.0,0.0,0.0,0.0
195979,0.0,0.0,0.0,0.0
195990,8.0,37080.0,0.0,0.0
195991,0.0,0.0,0.0,0.0
195998,1.0,5275.0,0.0,0.0
196003,0.0,0.0,0.0,0.0
196004,0.0,0.0,0.0,0.0
196008,0.0,0.0,0.0,0.0
196009,0.0,0.0,0.0,0.0
19601,0.0,0.0,0.0,0.0
196022,0.0,0.0,0.0,0.0
196029,0.0,0.0,0.0,0.0
196040,0.0,0.0,0.0,0.0
196044,0.0,0.0,0.0,0.0
196047,0.0,0.0,0.0,0.0
196048,0.0,0.0,0.0,0.0
196061,0.0,0.0,0.0,0.0
196069,0.0,0.0,0.0,0.0
196070,0.0,0.0,0.0,0.0
196091,0.0,0.0,0.0,0.0
196092,0.0,0.0,0.0,0.0
196099,0.0,0.0,0.0,0.0
196100,12.0,43095.0,0.0,0.0
196102,0.0,0.0,0.0,0.0
196103,0.0,0.0,0.0,0.0
196104,0.0,0.0,0.0,0.0
196113,0.0,0.0,0.0,0.0
196120,0.0,0.0,0.0,0.0
196121,0.0,0.0,0.0,0.0
196122,0.0,0.0,0.0,0.0
196149,0.0,0.0,0.0,0.0
196151,0.0,0.0,0.0,0.0
196153,0.0,0.0,0.0,0.0
196155,0.0,0.0,0.0,0.0
196157,0.0,0.0,0.0,0.0
196159,0.0,0.0,0.0,0.0
196164,0.0,0.0,0.0,0.0
196165,0.0,0.0,0.0,0.0
196166,0.0,0.0,0.0,0.0
196167,0.0,0.0,0.0,0.0
196168,0.0,0.0,0.0,0.0
196169,0.0,0.0,0.0,0.0
196170,0.0,0.0,0.0,0.0
196171,0.0,0.0,0.0,0.0
196173,0.0,0.0,0.0,0.0
196174,47.0,249052.0,0.0,0.0
196177,0.0,0.0,0.0,0.0
196178,0.0,0.0,0.0,0.0
196181,0.0,0.0,0.0,0.0
196183,0.0,0.0,0.0,0.0
196184,0.0,0.0,0.0,0.0
196188,0.0,0.0,0.0,0.0
196189,0.0,0.0,0.0,0.0
196190,0.0,0.0,0.0,0.0
196191,0.0,0.0,0.0,0.0
196287,0.0,0.0,0.0,0.0
19634,200.0,101604.0,0.0,0.0
19636,0.0,0.0,0.0,0.0
196367,17.0,97539.0,0.0,0.0
19637,34.0,147009.0,0.0,0.0
196472,0.0,0.0,0.0,0.0
196473,0.0,0.0,0.0,0.0
196476,18.0,36533.0,0.0,0.0
196477,0.0,0.0,0.0,0.0
196478,0.0,0.0,0.0,0.0
196482,0.0,0.0,0.0,0.0
196483,0.0,0.0,0.0,0.0
196484,0.0,0.0,0.0,0.0
196488,18.0,83081.0,0.0,0.0
196500,0.0,0.0,0.0,0.0
196512,0.0,0.0,0.0,0.0
196520,0.0,0.0,0.0,0.0
196521,12.0,70824.0,0.0,0.0
196522,4.0,16652.0,0.0,0.0
196523,17.0,132836.0,0.0,0.0
196524,95.0,435195.0,0.0,0.0
196525,15.0,40497.0,0.0,0.0
196526,35.0,139575.0,0.0,0.0
196527,20.0,54840.0,0.0,0.0
196529,0.0,0.0,0.0,0.0
196532,0.0,0.0,0.0,0.0
196539,0.0,0.0,0.0,0.0
196540,0.0,0.0,0.0,0.0
196542,0.0,0.0,0.0,0.0
196548,32.0,21466.0,0.0,0.0
196582,0.0,0.0,0.0,0.0
196583,0.0,0.0,0.0,0.0
196585,0.0,0.0,0.0,0.0
196587,0.0,0.0,0.0,0.0
196588,0.0,0.0,0.0,0.0
196606,0.0,0.0,0.0,0.0
196610,0.0,0.0,0.0,0.0
196613,0.0,0.0,0.0,0.0
196615,0.0,0.0,0.0,0.0
196616,0.0,0.0,0.0,0.0
196617,0.0,0.0,0.0,0.0
196618,0.0,0.0,0.0,0.0
196619,0.0,0.0,0.0,0.0
196620,0.0,0.0,0.0,0.0
196625,0.0,0.0,0.0,0.0
196627,0.0,0.0,0.0,0.0
196628,0.0,0.0,0.0,0.0
196629,0.0,0.0,0.0,0.0
196630,0.0,0.0,0.0,0.0
196634,0.0,0.0,0.0,0.0
196667,0.0,0.0,0.0,0.0
196670,13.0,76145.0,0.0,0.0
196672,12.0,14981.0,0.0,0.0
196673,14.0,26160.0,0.0,0.0
196674,3.0,5647.0,0.0,0.0
196675,0.0,0.0,0.0,0.0
196677,1.0,5794.0,0.0,0.0
196678,2.0,19409.0,0.0,0.0
196679,0.0,0.0,0.0,0.0
196680,0.0,0.0,0.0,0.0
196681,1.0,3552.0,0.0,0.0
196682,0.0,0.0,0.0,0.0
196683,0.0,0.0,0.0,0.0
196684,0.0,0.0,0.0,0.0
196686,0.0,0.0,0.0,0.0
196687,0.0,0.0,0.0,0.0
196701,0.0,0.0,0.0,0.0
196702,0.0,0.0,0.0,0.0
196703,0.0,0.0,0.0,0.0
196710,0.0,0.0,0.0,0.0
196711,0.0,0.0,0.0,0.0
196728,0.0,0.0,0.0,0.0
196729,0.0,0.0,0.0,0.0
196730,0.0,0.0,0.0,0.0
196731,0.0,0.0,0.0,0.0
196732,0.0,0.0,0.0,0.0
196734,0.0,0.0,0.0,0.0
196735,0.0,0.0,0.0,0.0
196740,0.0,0.0,0.0,0.0
196741,0.0,0.0,0.0,0.0
196747,0.0,0.0,0.0,0.0
196748,0.0,0.0,0.0,0.0
196749,0.0,0.0,0.0,0.0
19675,13.0,1392260.0,0.0,0.0
196751,0.0,0.0,0.0,0.0
196752,0.0,0.0,0.0,0.0
196757,0.0,0.0,0.0,0.0
196776,0.0,0.0,0.0,0.0
196777,0.0,0.0,0.0,0.0
196778,0.0,0.0,0.0,0.0
196779,0.0,0.0,0.0,0.0
196780,0.0,0.0,0.0,0.0
196792,0.0,0.0,0.0,0.0
196793,0.0,0.0,0.0,0.0
196802,13.0,100705.0,0.0,0.0
196811,0.0,0.0,0.0,0.0
196828,0.0,0.0,0.0,0.0
196830,0.0,0.0,0.0,0.0
196831,0.0,0.0,0.0,0.0
196832,0.0,0.0,0.0,0.0
196833,0.0,0.0,0.0,0.0
196835,0.0,0.0,0.0,0.0
196842,0.0,0.0,0.0,0.0
196857,0.0,0.0,0.0,0.0
196869,0.0,0.0,0.0,0.0
196878,0.0,0.0,0.0,0.0
196879,0.0,0.0,0.0,0.0
196880,0.0,0.0,0.0,0.0
196881,0.0,0.0,0.0,0.0
196882,0.0,0.0,0.0,0.0
196883,0.0,0.0,0.0,0.0
196884,0.0,0.0,0.0,0.0
196885,0.0,0.0,0.0,0.0
196886,0.0,0.0,0.0,0.0
196887,0.0,0.0,0.0,0.0
196888,0.0,0.0,0.0,0.0
196889,0.0,0.0,0.0,0.0
196890,0.0,0.0,0.0,0.0
196891,0.0,0.0,0.0,0.0
196892,0.0,0.0,0.0,0.0
196893,0.0,0.0,0.0,0.0
196894,0.0,0.0,0.0,0.0
196897,0.0,0.0,0.0,0.0
196898,0.0,0.0,0.0,0.0
196900,0.0,0.0,0.0,0.0
196901,0.0,0.0,0.0,0.0
196903,0.0,0.0,0.0,0.0
196905,0.0,0.0,0.0,0.0
196906,0.0,0.0,0.0,0.0
196907,0.0,0.0,0.0,0.0
196908,0.0,0.0,0.0,0.0
196909,0.0,0.0,0.0,0.0
19691,55.0,96869.0,0.0,0.0
196915,0.0,0.0,0.0,0.0
196916,0.0,0.0,0.0,0.0
196924,0.0,0.0,0.0,0.0
196926,0.0,0.0,0.0,0.0
196927,0.0,0.0,0.0,0.0
196928,0.0,0.0,0.0,0.0
196930,0.0,0.0,0.0,0.0
196931,0.0,0.0,0.0,0.0
196947,0.0,0.0,0.0,0.0
196948,0.0,0.0,0.0,0.0
196962,3.0,716709.0,0.0,0.0
196965,0.0,0.0,0.0,0.0
196966,0.0,0.0,0.0,0.0
196986,0.0,0.0,0.0,0.0
196988,0.0,0.0,0.0,0.0
196989,0.0,0.0,0.0,0.0
196990,0.0,0.0,0.0,0.0
196992,1.0,20715.0,0.0,0.0
196998,0.0,0.0,0.0,0.0
197003,0.0,0.0,0.0,0.0
197007,0.0,0.0,0.0,0.0
197008,0.0,0.0,0.0,0.0
197009,0.0,0.0,0.0,0.0
197011,0.0,0.0,0.0,0.0
197012,0.0,0.0,0.0,0.0
197013,0.0,0.0,0.0,0.0
197021,7.0,9855.0,0.0,0.0
197022,0.0,0.0,0.0,0.0
197026,0.0,0.0,0.0,0.0
197032,0.0,0.0,0.0,0.0
197033,0.0,0.0,0.0,0.0
197034,0.0,0.0,0.0,0.0
19704,0.0,0.0,0.0,0.0
197056,0.0,0.0,0.0,0.0
197057,0.0,0.0,0.0,0.0
197067,0.0,0.0,0.0,0.0
197068,0.0,0.0,0.0,0.0
197069,0.0,0.0,0.0,0.0
197074,0.0,0.0,0.0,0.0
197075,0.0,0.0,0.0,0.0
19708,23.0,236676.0,0.0,0.0
197085,0.0,0.0,0.0,0.0
197112,0.0,0.0,0.0,0.0
197117,0.0,0.0,0.0,0.0
197120,0.0,0.0,0.0,0.0
197130,0.0,0.0,0.0,0.0
19714,0.0,0.0,0.0,0.0
197143,0.0,0.0,0.0,0.0
197144,277.0,3553468.0,0.0,0.0
197145,0.0,0.0,0.0,0.0
197146,0.0,0.0,0.0,0.0
197147,0.0,0.0,0.0,0.0
197148,0.0,0.0,0.0,0.0
197149,377.0,2814248.0,0.0,0.0
197154,0.0,0.0,0.0,0.0
19717,0.0,0.0,0.0,0.0
197170,0.0,0.0,0.0,0.0
197188,0.0,0.0,0.0,0.0
197205,0.0,0.0,0.0,0.0
197226,0.0,0.0,0.0,0.0
197227,0.0,0.0,0.0,0.0
197268,0.0,0.0,0.0,0.0
197286,0.0,0.0,0.0,0.0
197297,0.0,0.0,0.0,0.0
197303,0.0,0.0,0.0,0.0
197305,0.0,0.0,0.0,0.0
197306,10.0,213025.0,0.0,0.0
197307,15.0,124569.0,0.0,0.0
197312,0.0,0.0,0.0,0.0
197313,0.0,0.0,0.0,0.0
197316,0.0,0.0,0.0,0.0
197317,0.0,0.0,0.0,0.0
197318,11.0,97318.0,0.0,0.0
197357,0.0,0.0,0.0,0.0
197405,0.0,0.0,0.0,0.0
197409,0.0,0.0,0.0,0.0
197415,1.0,44985.0,0.0,0.0
197416,0.0,0.0,0.0,0.0
197417,0.0,0.0,0.0,0.0
197418,0.0,0.0,0.0,0.0
197419,0.0,0.0,0.0,0.0
197420,0.0,0.0,0.0,0.0
197421,0.0,0.0,0.0,0.0
197422,0.0,0.0,0.0,0.0
197427,0.0,0.0,0.0,0.0
197430,0.0,0.0,0.0,0.0
197431,0.0,0.0,0.0,0.0
197438,0.0,0.0,0.0,0.0
197444,0.0,0.0,0.0,0.0
197445,0.0,0.0,0.0,0.0
197447,276.0,132742.0,0.0,0.0
197450,0.0,0.0,0.0,0.0
197451,270.0,1065551.0,0.0,0.0
197452,346.0,1054036.0,0.0,0.0
197454,0.0,0.0,0.0,0.0
197455,0.0,0.0,0.0,0.0
197456,0.0,0.0,0.0,0.0
197457,0.0,0.0,0.0,0.0
197458,0.0,0.0,0.0,0.0
197459,0.0,0.0,0.0,0.0
197460,0.0,0.0,0.0,0.0
197466,0.0,0.0,0.0,0.0
197467,0.0,0.0,0.0,0.0
197468,0.0,0.0,0.0,0.0
197469,0.0,0.0,0.0,0.0
197470,0.0,0.0,0.0,0.0
197471,0.0,0.0,0.0,0.0
197472,0.0,0.0,0.0,0.0
197473,0.0,0.0,0.0,0.0
197474,0.0,0.0,0.0,0.0
197475,0.0,0.0,0.0,0.0
197476,0.0,0.0,0.0,0.0
197480,6.0,443783.0,0.0,0.0
197481,7.0,541040.0,0.0,0.0
197482,0.0,0.0,0.0,0.0
197483,8.0,665525.0,0.0,0.0
197488,98.0,1260966.0,0.0,0.0
197489,90.0,1334234.0,0.0,0.0
19749,0.0,0.0,0.0,0.0
197490,0.0,0.0,0.0,0.0
197501,0.0,0.0,0.0,0.0
197502,0.0,0.0,0.0,0.0
19751,0.0,0.0,0.0,0.0
19753,0.0,0.0,0.0,0.0
197531,0.0,0.0,0.0,0.0
197534,0.0,0.0,0.0,0.0
197535,0.0,0.0,0.0,0.0
197537,0.0,0.0,0.0,0.0
197538,0.0,0.0,0.0,0.0
197539,0.0,0.0,0.0,0.0
197540,0.0,0.0,0.0,0.0
197542,0.0,0.0,0.0,0.0
197543,0.0,0.0,0.0,0.0
197544,0.0,0.0,0.0,0.0
197546,0.0,0.0,0.0,0.0
197547,0.0,0.0,0.0,0.0
197558,0.0,0.0,0.0,0.0
197560,0.0,0.0,0.0,0.0
197593,0.0,0.0,0.0,0.0
197595,0.0,0.0,0.0,0.0
197596,0.0,0.0,0.0,0.0
197600,0.0,0.0,0.0,0.0
197623,0.0,0.0,0.0,0.0
197624,0.0,0.0,0.0,0.0
197639,0.0,0.0,0.0,0.0
197640,0.0,0.0,0.0,0.0
197642,0.0,0.0,0.0,0.0
197643,0.0,0.0,0.0,0.0
197644,0.0,0.0,0.0,0.0
197645,0.0,0.0,0.0,0.0
19766,0.0,0.0,0.0,0.0
197662,0.0,0.0,0.0,0.0
197666,0.0,0.0,0.0,0.0
197667,0.0,0.0,0.0,0.0
197672,0.0,0.0,0.0,0.0
197673,0.0,0.0,0.0,0.0
197674,0.0,0.0,0.0,0.0
197675,0.0,0.0,0.0,0.0
197676,0.0,0.0,0.0,0.0
197677,0.0,0.0,0.0,0.0
197693,0.0,0.0,0.0,0.0
197695,0.0,0.0,0.0,0.0
197697,0.0,0.0,0.0,0.0
197698,0.0,0.0,0.0,0.0
197700,0.0,0.0,0.0,0.0
197708,0.0,0.0,0.0,0.0
197716,0.0,0.0,0.0,0.0
197728,0.0,0.0,0.0,0.0
197729,0.0,0.0,0.0,0.0
19773,12.0,30066.0,0.0,0.0
197730,0.0,0.0,0.0,0.0
197731,0.0,0.0,0.0,0.0
197732,0.0,0.0,0.0,0.0
197733,0.0,0.0,0.0,0.0
197734,0.0,0.0,0.0,0.0
197740,0.0,0.0,0.0,0.0
197743,0.0,0.0,0.0,0.0
197744,0.0,0.0,0.0,0.0
197746,0.0,0.0,0.0,0.0
197751,0.0,0.0,0.0,0.0
197752,0.0,0.0,0.0,0.0
197756,0.0,0.0,0.0,0.0
19776,8.0,22443.0,0.0,0.0
197787,0.0,0.0,0.0,0.0
197788,0.0,0.0,0.0,0.0
197799001,0.0,0.0,0.0,0.0
197799002,0.0,0.0,0.0,0.0
197799003,0.0,0.0,0.0,0.0
197799004,0.0,0.0,0.0,0.0
197799005,0.0,0.0,0.0,0.0
197799006,0.0,0.0,0.0,0.0
197800001,0.0,0.0,0.0,0.0
197800002,0.0,0.0,0.0,0.0
197800003,0.0,0.0,0.0,0.0
197800004,0.0,0.0,0.0,0.0
197800005,0.0,0.0,0.0,0.0
197800006,0.0,0.0,0.0,0.0
197800007,0.0,0.0,0.0,0.0
197800008,0.0,0.0,0.0,0.0
197830,0.0,0.0,0.0,0.0
197837,0.0,0.0,0.0,0.0
197844,0.0,0.0,0.0,0.0
197846,0.0,0.0,0.0,0.0
19786,0.0,0.0,0.0,0.0
197863,0.0,0.0,0.0,0.0
197888,0.0,0.0,0.0,0.0
197889,0.0,0.0,0.0,0.0
197896,0.0,0.0,0.0,0.0
197897,0.0,0.0,0.0,0.0
197900,0.0,0.0,0.0,0.0
197902,0.0,0.0,0.0,0.0
197906,0.0,0.0,0.0,0.0
197907,0.0,0.0,0.0,0.0
197910,0.0,0.0,0.0,0.0
197913,0.0,0.0,0.0,0.0
197919,0.0,0.0,0.0,0.0
197923,0.0,0.0,0.0,0.0
197924,0.0,0.0,0.0,0.0
197925,0.0,0.0,0.0,0.0
197927,0.0,0.0,0.0,0.0
197928,0.0,0.0,0.0,0.0
197936,0.0,0.0,0.0,0.0
197937,0.0,0.0,0.0,0.0
197938,0.0,0.0,0.0,0.0
197939,0.0,0.0,0.0,0.0
197940,0.0,0.0,0.0,0.0
197941,10.0,60993.0,0.0,0.0
197942,10.0,79119.0,0.0,0.0
197950,0.0,0.0,0.0,0.0
197952,0.0,0.0,0.0,0.0
197960,0.0,0.0,0.0,0.0
197970,0.0,0.0,0.0,0.0
197976,0.0,0.0,0.0,0.0
197979,0.0,0.0,0.0,0.0
197984,0.0,0.0,0.0,0.0
197990,0.0,0.0,0.0,0.0
198001,0.0,0.0,0.0,0.0
198003,0.0,0.0,0.0,0.0
198006,0.0,0.0,0.0,0.0
198017,0.0,0.0,0.0,0.0
198032,0.0,0.0,0.0,0.0
198040,0.0,0.0,0.0,0.0
198041,0.0,0.0,0.0,0.0
198045,0.0,0.0,0.0,0.0
198054,0.0,0.0,0.0,0.0
198065,0.0,0.0,0.0,0.0
198069,0.0,0.0,0.0,0.0
198072,0.0,0.0,0.0,0.0
198073,0.0,0.0,0.0,0.0
198077,0.0,0.0,0.0,0.0
198078,0.0,0.0,0.0,0.0
198079,0.0,0.0,0.0,0.0
198080,0.0,0.0,0.0,0.0
198082,4.0,129354.0,0.0,0.0
198088,0.0,0.0,0.0,0.0
198089,0.0,0.0,0.0,0.0
198090,0.0,0.0,0.0,0.0
198096,0.0,0.0,0.0,0.0
198107,0.0,0.0,0.0,0.0
198108,0.0,0.0,0.0,0.0
198110,0.0,0.0,0.0,0.0
198111,0.0,0.0,0.0,0.0
198113,0.0,0.0,0.0,0.0
198114,0.0,0.0,0.0,0.0
198117,0.0,0.0,0.0,0.0
198121,0.0,0.0,0.0,0.0
198133001,0.0,0.0,0.0,0.0
198133002,0.0,0.0,0.0,0.0
198133003,0.0,0.0,0.0,0.0
198133004,0.0,0.0,0.0,0.0
198137,0.0,0.0,0.0,0.0
198150,0.0,0.0,0.0,0.0
198151,0.0,0.0,0.0,0.0
198154001,0.0,0.0,0.0,0.0
198154002,0.0,0.0,0.0,0.0
198154003,0.0,0.0,0.0,0.0
198161,8.0,310154.0,0.0,0.0
198162,103.0,4554827.0,0.0,0.0
198169,0.0,0.0,0.0,0.0
198182,0.0,0.0,0.0,0.0
198191,0.0,0.0,0.0,0.0
198192,0.0,0.0,0.0,0.0
198216,0.0,0.0,0.0,0.0
198234,0.0,0.0,0.0,0.0
198236,0.0,0.0,0.0,0.0
198271,0.0,0.0,0.0,0.0
198272,0.0,0.0,0.0,0.0
198273,0.0,0.0,0.0,0.0
198274,0.0,0.0,0.0,0.0
198275,0.0,0.0,0.0,0.0
198276,0.0,0.0,0.0,0.0
198277,0.0,0.0,0.0,0.0
198281,0.0,0.0,0.0,0.0
198282,0.0,0.0,0.0,0.0
198289,0.0,0.0,0.0,0.0
19829,0.0,0.0,0.0,0.0
198290,0.0,0.0,0.0,0.0
198291,0.0,0.0,0.0,0.0
198292,0.0,0.0,0.0,0.0
198293,0.0,0.0,0.0,0.0
198294,0.0,0.0,0.0,0.0
198295,0.0,0.0,0.0,0.0
198296,0.0,0.0,0.0,0.0
198297,0.0,0.0,0.0,0.0
198298,0.0,0.0,0.0,0.0
198299,0.0,0.0,0.0,0.0
198300,0.0,0.0,0.0,0.0
198301,0.0,0.0,0.0,0.0
198302,0.0,0.0,0.0,0.0
198303,0.0,0.0,0.0,0.0
198305,0.0,0.0,0.0,0.0
198306,0.0,0.0,0.0,0.0
198307,0.0,0.0,0.0,0.0
198308,0.0,0.0,0.0,0.0
198309,0.0,0.0,0.0,0.0
198310,0.0,0.0,0.0,0.0
198311,0.0,0.0,0.0,0.0
198312,0.0,0.0,0.0,0.0
198313,0.0,0.0,0.0,0.0
198322,0.0,0.0,0.0,0.0
198323,0.0,0.0,0.0,0.0
198325,0.0,0.0,0.0,0.0
198335,0.0,0.0,0.0,0.0
198342,0.0,0.0,0.0,0.0
